TICKET_ID,MOIS_VENTE,PRIX_NET,FAMILLE,UNIVERS,MAILLE,LIBELLE,CLI_ID
35306921,9,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 GRENADE FL200ML,385760870
35306921,9,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 THE VERT FL200ML,385760870
35656418,10,1.95,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 RIZ VIOLET FL200 ML,385760870
35656418,10,1.5,HYGIENE,HYG_DOUCHE HOMMES,HYG_HOMME,GEL DOUCHE FRAICHEUR VETIVER 200ML,385760870
35656418,10,1.5,HYGIENE,HYG_DOUCHE HOMMES,HYG_HOMME,GEL DOUCHE FRAICHEUR VETIVER 200ML,385760870
33368158,2,11.95,MAQUILLAGE,MAQ_TEINT Font teint,MAQ_TEINT,FDT CR ROSE200 CLAIR CN3 40ML,386310148
33779051,4,2.95,CAPILLAIRES,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC BRILLANCE SH 300ML,387432999
33779051,4,7.95,SOINS DU VISAGE,VIS_TRAIT Jeunes Specifique,VIS_JEUNE_ET_LEVRE,CR ANT/ROUG B/SP AC.SENS P50,387432999
33779051,4,4.5,HYGIENE,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,GLM VANILLE PN2 300ML,387432999
33779051,4,1.25,SOINS DU VISAGE,VIS_SOIN LEVRES,VIS_JEUNE_ET_LEVRE,BAUME LEVRES NOIX DE COCO 4G,387432999
33779051,4,8.95,SOINS DU VISAGE,VIS_TRAIT Jeunes Specifique,VIS_JEUNE_ET_LEVRE,SERUM SOS HYDRA/VEG FP30ML,387432999
33779051,4,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 CIT VERT FL 200ML,387432999
33779051,4,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 CIT VERT FL 200ML,387432999
36080048,11,1.45,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD COCO PN2 FL50ML,387473292
36080048,11,1.9,HYGIENE,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,GM FRUITS NOIRS 200 ML,387473292
36080048,11,2.4,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,CREME MAINS FRUITS NOIRS T75 ML,387473292
36080048,11,2.45,HYGIENE,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,GEL LAVANT MAINS F200ML FRUITSNOIR,387473292
36080048,11,1.9,HYGIENE,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,GD CACAO ORANGE 200 Ml,387473292
36080048,11,2.4,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,CREME MAINS CACAO ORANGE T75 Ml,387473292
36080048,11,2.45,HYGIENE,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,GEL LAVANT MAINS CACAO ORANGE F200 Ml,387473292
36080048,11,4,SOINS DU VISAGE,VIS_LOTIONS Jeunes Specifique,VIS_JEUNE_ET_LEVRE,NUTRI TONIQUE CONFORT F200ML,387473292
36080048,11,1.5,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD PN VANILLE FL50ML,387473292
36080048,11,1.45,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD OLIVE PN2 FL50ML,387473292
36080048,11,7,SOINS DU VISAGE,VIS_CJOUR Jeunes Specifique,VIS_JEUNE_ET_LEVRE,CR JOUR NUTRI NUT/VEG P50ML,387473292
36080048,11,4,SOINS DU VISAGE,VIS_DEMAQ Jeunes Specifique,VIS_JEUNE_ET_LEVRE,NUTRI GEL NETT T125ML,387473292
36080048,11,1.45,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD PECHE PN2 50ML,387473292
36080048,11,1.45,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD MURE PN2 FL50ML,387473292
36080048,11,1.45,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD FRAMBOISE PN2 FL50ML,387473292
33631641,3,3.9,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SOS MAINS PROPRE T30ML SVC,389021849
35469198,9,2.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC pieds gommage T50ml,389021849
35469198,9,2.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC PIEDS SOS P ECHAUF T50ML,389021849
35469198,9,2.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC PIEDS SOS P ECHAUF T50ML,389021849
35469198,9,2.25,HYGIENE,HYG_DEO JARDINMONDE,HYG_JDM,DEO JDM4 LAVANDIN FL50ML,389021849
35469198,9,3.45,SOINS DU VISAGE,VIS_MASQUE Jeunes Specifique,VIS_JEUNE_ET_LEVRE,GOMM ABRICOT  BTE CROQUER T50,389021849
35469198,9,3.45,SOINS DU VISAGE,VIS_MASQUE Jeunes Specifique,VIS_JEUNE_ET_LEVRE,MSQ CRANBERRY BTE CROQUER T50,389021849
35469198,9,3.6,SOINS DU VISAGE,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,389021849
35469198,9,1.75,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SOS MAINS PROPRE T30ML SVC,389021849
35469198,9,1.75,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SOS MAINS PROPRE T30ML SVC,389021849
36018211,11,4.5,HYGIENE,HYG_DEO JARDINMONDE,HYG_JDM,DEO JDM4 LAVANDIN FL50ML,389021849
36018211,11,2.4,HYGIENE,HYG_BAIN SEL HUILE PERLE,HYG_PLAISIRNAT_BAIN_SAVON,CUBE DE BAIN FRAMBOISE PN2 20G,389021849
36018211,11,1.4,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD FRAMBOISE PN2 FL50ML,389021849
36018211,11,2.25,HYGIENE,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,PETIT SAVON FRAMBOISE PN 50G VPM,389021849
36018211,11,3.2,PARFUMAGE,PARF_EAUX PLAISIR NATURE,PARF_EDT,EDT FRAMBOISE PN 20ML,389021849
36018211,11,1.4,SOINS DU CORPS,CORPS_LAIT HUILE PLAISIRNATURE,CORPS_HYDR_LAIT_HUILE,LAIT FRAMBOISE PN FL50ML,389021849
36243878,12,3.95,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT PECHE T200 ML,389021849
36243878,12,3.95,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT FRAMBOISE T200 ML,389021849
36243878,12,1.75,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT FRAISE T200 ML,389021849
36243878,12,7.5,SOINS DU CORPS,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC HYDRA 2EN1 ANTIREP Fl200ml,389021849
36243878,12,1.75,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SOS MAINS PROPRE T30ML SVC,389021849
34679558,7,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 THE VERT FL200ML,389163338
34643358,7,1.25,SOINS DU VISAGE,VIS_SOIN LEVRES,VIS_JEUNE_ET_LEVRE,BAUME LEVRES VANILLE 4G,389725384
34643358,7,7.9,PARFUMAGE,PARF_EAUX PLAISIR NATURE,PARF_EDT,EDT VANILLE PN2 100ML VPM,389725384
34643358,7,7.9,PARFUMAGE,PARF_EAUX PLAISIR NATURE,PARF_EDT,EDT FRAISE PN2 100ML VPM,389725384
35609456,10,6.9,MAQUILLAGE,MAQ_TEINT Perfect Correcteur,MAQ_TEINT,STICK COR ZERO DEF BGE CLAIR01 CN3 1.4G,389982892
35609456,10,8.3,MAQUILLAGE,MAQ_YEUX Eyeliner,MAQ_YEUX_MASCA_EYEL_FARD,EYE LINER NOIR CN3 2.5ML,389982892
36226488,12,1.95,HYGIENE,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,GM FRUITS NOIRS 200 ML,389982892
36226488,12,2.45,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,CREME MAINS FRUITS NOIRS T75 ML,389982892
36226488,12,3.9,HYGIENE,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,DOUCH GOMMANTE FRUITS NOIRS T 200 ML,389982892
36226488,12,1.9,SOINS DU VISAGE,VIS_SOIN LEVRES,VIS_JEUNE_ET_LEVRE,BAUME NOUR LEV FRUITS NOIRS OS14 4G,389982892
36226488,12,2.45,HYGIENE,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,GEL LAVANT MAINS F200ML FRUITSNOIR,389982892
33120977,1,19.95,PARFUMAGE,PARF_PARF ET EAU DE PARF,PARF_PARFUM,EDP INTENSE EVIDENCE 50ML,390182509
33265624,2,5.55,PARFUMAGE,PARF_PARF ET EAU DE PARF,PARF_PARFUM,EDP COMME UNE EVIDENCE VAPO SAC15ML OS13,390182509
33623587,3,1.95,HYGIENE,HYG_DOUCHE PARFUMS,HYG_PARFUMEE,GD LILAS FP FL200ML,390182509
33920050,4,2.95,MAQUILLAGE,MAQ_ONG AUTRES,MAQ_ONGLES,DISSOLVANT FLACON MANUC CN3 100ML,390182509
34679846,7,17.95,PARFUMAGE,PARF_PARF ET EAU DE PARF,PARF_PARFUM,EDP EVIDENCE 50ML RELIFTING,390182509
35593391,10,6.45,SOINS DU CORPS,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,HUILE SECHE SUBLIMANTE 100 ML SVC,390182509
36007538,11,2.95,HYGIENE,HYG_DEO JARDINMONDE,HYG_JDM,DEO JDM4 LAVANDIN FL50ML,390182509
36007538,11,1.95,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 AMANDE  FL 200ML,390182509
34734794,7,2.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC pieds gommage T50ml,390189439
34734794,7,3.95,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT PECHE T200 ML,390189439
34734794,7,3.95,SOLAIRES,SOL_APRES SOLEIL,SOLAIRE,LAIT 3EN1 PROTECTYL AP SOL FL150,390189439
34734794,7,5.45,SOLAIRES,SOL_APRES SOLEIL,SOLAIRE,GELEE PROTECTYL APSOL T150,390189439
34734794,7,3.95,SOINS DU VISAGE,VIS_DEMAQ Jeunes Specifique,VIS_JEUNE_ET_LEVRE,EAU MICELLAIRE HYDRATANTE 200ML,390189439
34734794,7,3.45,SOINS DU VISAGE,VIS_DEMAQ Jeunes Specifique,VIS_JEUNE_ET_LEVRE,GEL NETT HYDRA VEG T125ML,390189439
34734794,7,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 LAVANDIN DE PROVENCE 200ML,390189439
34734794,7,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 GRENADE FL200ML,390189439
34734794,7,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 LOTUS FL200ML,390189439
34734794,7,3.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC pieds cr nourr T50ml,390189439
36475056,12,1.95,HYGIENE,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,DOUCH GOMMANTE FRUITS NOIRS T 200 ML,390189439
36475056,12,1.95,HYGIENE,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,DOUCH GOMMANTE F ROUGES F200 ML,390189439
36475056,12,0.95,SOINS DU VISAGE,VIS_SOIN LEVRES,VIS_JEUNE_ET_LEVRE,BAUME NOUR LEV FRUITS ROUGES OS14 4G,390189439
36475056,12,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 MAGNOLIA FL 200ML,390189439
36475056,12,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 GRENADE FL200ML,390189439
36475056,12,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 GRENADE FL200ML,390189439
36475056,12,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 LOTUS FL200ML,390189439
33318903,2,8.5,MAQUILLAGE,MAQ_LEV RAL Lum4,MAQ_LEV_BASPRIX,"RAL BEIGE NUDE 71 LUM4 3,5G",390210524
33735578,3,9.95,MAQUILLAGE,MAQ_YEUX Eyeliner,MAQ_YEUX_MASCA_EYEL_FARD,EYE LINER NOIR CN3 2.5ML,390210524
34058151,5,12.95,MAQUILLAGE,MAQ_YEUX Mascara Vertige,MAQ_YEUX_MASCA_HG,MASCARA VOL VERTIGE BLEU CN3 9ML,390210524
34274122,5,10.95,SOLAIRES,SOL_PROTECTEURS SOLAIRES,SOLAIRE,CREME AR IP30 PTYL V 50ml,390210524
34274122,5,3.95,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT PECHE T200 ML,390210524
34274122,5,6.95,MAQUILLAGE,MAQ_LEV AUTRES,MAQ_LEV_RAL_HMG,STYLO LEVR ZERO DEF INCOLORE81 CN3 0.3G,390210524
34274122,5,8.95,MAQUILLAGE,MAQ_YEUX Fard,MAQ_YEUX_MASCA_EYEL_FARD,OMBR CR ULTR/LG TEN NUDE01 CN3 7ML,390210524
34274122,5,10.95,MAQUILLAGE,MAQ_YEUX Mascara Specifique,MAQ_YEUX_MASCA_EYEL_FARD,MASCARA DEPLOYE NOIR 01 CN3 9ML,390210524
34869536,7,2,SOINS DU VISAGE,VIS_DEMAQ Jeunes Specifique,VIS_JEUNE_ET_LEVRE,EAU MICELLAIRE HYDRATANTE 200ML,390210524
34869536,7,1.65,MAQUILLAGE,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO ORANGE SANGUINE 21 LUM4 3ML,390210524
34869536,7,1.65,MAQUILLAGE,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO FUCHSIA 13 LUMINELLE4 3ML,390210524
35636476,10,2.3,MAQUILLAGE,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO CERISE NOIRE 32 LUM4 3ML,390210524
33248960,1,5,MAQUILLAGE,MAQ_TEINT Poudres,MAQ_TEINT,PDRE LIBRE TRANSPARENCE LUM4 15G,390457373
33038684,1,5.5,PARFUMAGE,PARF_EAUX PLAISIR NATURE,PARF_EDT,EDT PN 100ML  EAU INT VAN.EDOR VPM OS13,390916120
34213013,5,1.5,SOINS DU CORPS,CORPS_LAIT HUILE PLAISIRNATURE,CORPS_HYDR_LAIT_HUILE,LAIT OLIVE PN2 FL50ML,390916120
36082485,11,1.95,SOINS DU VISAGE,VIS_SOIN LEVRES,VIS_JEUNE_ET_LEVRE,BAUME LEVR SENT FRAMBOISE 4G,390916120
34605731,6,1.95,HYGIENE,HYG_DOUCHE MONOI,HYG_MONOI_ET_EDIT_SPEC,MDT SD DES LAGONS 150 ML,390926961
34605731,6,5.95,SOINS DU CORPS,CORPS_LAIT HUILE MONOI,CORPS_MONOI,HUILE SECHE MDT 125 ML,390926961
36034909,11,2.4,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,CREME MAINS T75 ml FRUITS ROUGES,390926961
36034909,11,2.4,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,CREME MAINS T75 ml FRUITS ROUGES,390926961
36034909,11,1.9,HYGIENE,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,GM 200ml FRUITS ROUGES,390926961
36034909,11,1.9,HYGIENE,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,GM 200ml FRUITS ROUGES,390926961
36034909,11,2.45,HYGIENE,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,GEL LAVANT MAINS F200 FRUITS ROUGES,390926961
36034909,11,2.45,HYGIENE,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,GEL LAVANT MAINS F200 FRUITS ROUGES,390926961
36046242,11,6.57,SOINS DU VISAGE,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,391201942
35550191,9,15.5,MAQUILLAGE,MAQ_LEV BRILLANT,MAQ_LEV_BASPRIX,GLOSS SEXYPULP RGE SOMBRE 04 CN3 10ML,391365450
33099951,1,5.45,SOINS DU CORPS,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC REP LAIT REP T150ML,391832994
33099951,1,17.95,PARFUMAGE,PARF_PARF ET EAU DE PARF,PARF_PARFUM,2013COL 10ANS EDP50ML COMMEUNE EVIDENCE,391832994
33099951,1,6.95,HYGIENE,HYG_DEO PARFUMS,HYG_PARFUMEE,DEO PARFUME 100ML EVIDENCE,391832994
33099951,1,5,HYGIENE,HYG_DOUCHE HAMMAM,HYG_AUTRES,HUILE DOUCHE TRAD DE HAM. FL200ML,391832994
33099951,1,4.25,HYGIENE,HYG_DOUCHE HOMMES,HYG_HOMME,GD TRANSAT 200 ML,391832994
33099951,1,4.95,HYGIENE,HYG_DEO HOMMES,HYG_HOMME,DEO BILLE TRANSAT 50ML,391832994
33229499,1,5,HYGIENE,HYG_DOUCHE HAMMAM,HYG_AUTRES,HUILE DOUCHE TRAD DE HAM. FL200ML,391832994
33229499,1,4.25,HYGIENE,HYG_DOUCHE HOMMES,HYG_HOMME,GD TRANSAT 200 ML,391832994
33229499,1,5,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC BAUME GRAND FROID pot 50ml,391832994
33229499,1,4.95,HYGIENE,HYG_DEO HOMMES,HYG_HOMME,DEO BILLE TRANSAT 50ML,391832994
33367244,2,4.75,SOINS DU CORPS,CORPS_EXFOLIANT CORPS,CORPS_SPA_ET_MINCEUR,SVC EXFO GOMMAGE VEG T150ml,391832994
33367244,2,26,SOINS DU VISAGE,VIS_CNUIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,CREME NUIT AntiAge GLOBAL 50ml,391832994
33367244,2,25.5,PARFUMAGE,PARF_PARF ET EAU DE PARF,PARF_PARFUM,LE PARFUM   EVIDENCE  VAPO 30ML,391832994
33367244,2,4.25,HYGIENE,HYG_DOUCHE HOMMES,HYG_HOMME,GD TRANSAT 200 ML,391832994
33367244,2,4.95,HYGIENE,HYG_DEO HOMMES,HYG_HOMME,DEO BILLE TRANSAT 50ML,391832994
33670639,3,1.95,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 AMANDE  FL 200ML,391832994
33670639,3,5.95,SOINS DU CORPS,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC REP LAIT REP T150ML,391832994
33670639,3,5,HYGIENE,HYG_DOUCHE HAMMAM,HYG_AUTRES,HUILE DOUCHE TRAD DE HAM. FL200ML,391832994
34007691,4,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 AMANDE  FL 200ML,391832994
34007691,4,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 AMANDE  FL 200ML,391832994
34007691,4,7.5,SOINS DU CORPS,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC HYDRA 2EN1 ANTIREP Fl200ml,391832994
34066806,5,3,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CR MAINS ET ONGLES T75ml,391832994
34253497,5,4.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC PIEDS CR DEO 12H T50ML,391832994
34253497,5,8.95,SOINS DU CORPS,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC HYDRA 2EN1 ANTIREP Fl200ml,391832994
34539870,6,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 AMANDE  FL 200ML,391832994
34539870,6,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 AMANDE  FL 200ML,391832994
34539870,6,5.45,SOINS DU CORPS,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC REP LAIT REP T150ML,391832994
34539870,6,7.5,SOINS DU CORPS,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC HYDRA 2EN1 ANTIREP Fl200ml,391832994
34539870,6,4.75,SOINS DU CORPS,CORPS_EXFOLIANT CORPS,CORPS_SPA_ET_MINCEUR,SVC EXFO GOMMAGE VEG T150ml,391832994
34539870,6,6.95,HYGIENE,HYG_DEO PARFUMS,HYG_PARFUMEE,DEO PARFUME 100ML EVIDENCE,391832994
34539870,6,3.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC pieds cr nourr T50ml,391832994
34812666,7,3,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 AMANDE  FL 200ML,391832994
35095741,8,15,SOINS DU CORPS,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC REP LAIT REP T150ML,391832994
35095741,8,8.95,SOINS DU CORPS,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC HYDRA 2EN1 ANTIREP Fl200ml,391832994
35095741,8,1.95,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 AMANDE  FL 200ML,391832994
35343093,9,5.95,SOINS DU CORPS,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC REP LAIT REP T150ML,391832994
35343093,9,1.95,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 AMANDE  FL 200ML,391832994
35633324,10,8.5,HYGIENE,HYG_DOUCHE HOMMES,HYG_HOMME,GD TRANSAT 200 ML,391832994
35633324,10,9.9,HYGIENE,HYG_DEO HOMMES,HYG_HOMME,DEO BILLE TRANSAT 50ML,391832994
35849240,11,5,HYGIENE,HYG_DOUCHE HAMMAM,HYG_AUTRES,HUILE DOUCHE TRAD DE HAM. FL200ML,391832994
36050986,11,4.99,SOINS DU CORPS,CORPS_EXFOLIANT CORPS,CORPS_SPA_ET_MINCEUR,SVC EXFO GOMMAGE VEG T150ml,391832994
36050986,11,5.04,HYGIENE,HYG_DOUCHE HAMMAM,HYG_AUTRES,HUILE DOUCHE TRAD DE HAM. FL200ML,391832994
36050986,11,5.04,SOINS DU CORPS,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,LAIT REPARATEUR KARITE 150ML,391832994
36050986,11,9.81,SOINS DU CORPS,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,LAIT REPARATEUR KARITE 150ML,391832994
33341662,2,1.95,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,D LOTUS DU LAOS JDM3 200ML,392034500
33341662,2,2.95,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CR MAINS ET ONGLES T75ml,392034500
34840705,7,2.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC pieds gommage T50ml,392363973
34840705,7,4.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC PIEDS BAUME REP T50ml,392363973
34840705,7,4.75,SOINS DU CORPS,CORPS_EXFOLIANT CORPS,CORPS_SPA_ET_MINCEUR,SVC EXFO GOMMAGE VEG T150ml,392363973
34840705,7,6.95,SOINS DU CORPS,CORPS_PRODUITS MINCEUR,CORPS_SPA_ET_MINCEUR,GOMMAGE CLE MINCEUR 150 ML,392363973
34840705,7,1,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC PIEDS PAST EFF RELAX,392363973
33732625,3,6.95,SOINS DU VISAGE,VIS_CJOUR Jeunes Specifique,VIS_JEUNE_ET_LEVRE,CR JOUR PX/MIX HYDRA/VEG P50ML,396251217
35878756,11,6.95,SOINS DU CORPS,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,HUILE SECHE SUBLIMANTE 100 ML SVC,399874122
34903108,7,2.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC pieds gommage T50ml,400457009
34903108,7,4.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC PIEDS BAUME REP T50ml,400457009
33402742,2,19.9,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR J PX N a M ELIXIR 7.9 P40ML,401255773
33402742,2,13,MAQUILLAGE,MAQ_TEINT Poudres,MAQ_TEINT,DUO PDRE HAL/MAT02 AX/SOLA CN3 20G,401255773
33402742,2,5.95,SOINS DU VISAGE,VIS_MASQUE Jeunes Specifique,VIS_JEUNE_ET_LEVRE,MASQ CONFORT EXTREM BIO SPEC75,401255773
33402742,2,3.6,SOINS DU VISAGE,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,401255773
33402742,2,3.95,MAQUILLAGE,MAQ_ONG AUTRES,MAQ_ONGLES,DISSOLVANT FLACON MANUC CN3 100ML,401255773
33762418,4,12.95,MAQUILLAGE,MAQ_TEINT Font teint,MAQ_TEINT,FDT ROSE BEIG200 TT CLAIR CN3FL30,401489663
33762418,4,3.95,SOINS DU VISAGE,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,401489663
33696543,3,5.95,SOINS DU CORPS,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC REP LAIT REP T150ML,405958556
33696543,3,4.95,SOINS DU CORPS,CORPS_EXFOLIANT CORPS,CORPS_SPA_ET_MINCEUR,SVC EXFO GOMMAGE VEG T150ml,405958556
